Dist Code,Year,State Code,State Name,Dist Name,Crop,Area_ha,Yield_kg_per_ha,N_req_kg_per_ha,P_req_kg_per_ha,K_req_kg_per_ha,Total_N_kg,Total_P_kg,Total_K_kg,Temperature_C,Humidity_%,pH,Rainfall_mm,Wind_Speed_m_s,Solar_Radiation_MJ_m2_day
1,1980,14,Chhattisgarh,Durg,chickpea,54200.0,332.1,5.9778,3.321,5.9778,323996.76,179998.2,323996.76,20,60,6.5,600,1.5,16
1,1981,14,Chhattisgarh,Durg,rice,630000.0,804.6,20.115,9.6552,17.7012,12672449.999999998,6082776.0,11151756.0,25,80,6.5,1200,2.0,18
1,1981,14,Chhattisgarh,Durg,maize,3000.0,1000.0,27.0,12.0,17.0,81000.0,36000.0,51000.0,22,70,6.0,800,2.5,20
1,1981,14,Chhattisgarh,Durg,chickpea,60900.0,379.31,6.827579999999999,3.7931,6.827579999999999,415799.622,230999.79,415799.622,20,60,6.5,600,1.5,16
1,1982,14,Chhattisgarh,Durg,rice,627900.0,817.49,20.437250000000002,9.80988,17.98478,12832549.275000002,6159623.652,11292643.362,25,80,6.5,1200,2.0,18
1,1982,14,Chhattisgarh,Durg,maize,3000.0,1033.33,27.899909999999995,12.399959999999998,17.566609999999997,83699.72999999998,37199.88,52699.829999999994,22,70,6.0,800,2.5,20
1,1982,14,Chhattisgarh,Durg,chickpea,71700.0,389.12,7.004160000000001,3.8912000000000004,7.004160000000001,502198.27200000006,278999.04000000004,502198.27200000006,20,60,6.5,600,1.5,16
1,1983,14,Chhattisgarh,Durg,rice,626700.0,1134.51,28.36275,13.61412,24.95922,17774935.425,8531969.004,15641943.173999999,25,80,6.5,1200,2.0,18
1,1983,14,Chhattisgarh,Durg,maize,3000.0,1233.33,33.299910000000004,14.79996,20.96661,99899.73000000001,44399.880000000005,62899.829999999994,22,70,6.0,800,2.5,20
1,1983,14,Chhattisgarh,Durg,chickpea,67700.0,364.84,6.56712,3.6484,6.56712,444594.024,246996.68,444594.024,20,60,6.5,600,1.5,16
1,1984,14,Chhattisgarh,Durg,rice,632200.0,891.81,22.29525,10.70172,19.61982,14095057.049999999,6765627.384,12403650.204,25,80,6.5,1200,2.0,18
1,1984,14,Chhattisgarh,Durg,maize,3600.0,1138.89,30.750030000000006,13.666680000000003,19.361130000000003,110700.10800000002,49200.04800000001,69700.06800000001,22,70,6.0,800,2.5,20
1,1984,14,Chhattisgarh,Durg,chickpea,82800.0,483.09,8.69562,4.8309,8.69562,719997.336,399998.51999999996,719997.336,20,60,6.5,600,1.5,16
1,1985,14,Chhattisgarh,Durg,rice,630800.0,1109.38,27.7345,13.312560000000001,24.40636,17494922.6,8397562.848000001,15395531.888,25,80,6.5,1200,2.0,18
1,1985,14,Chhattisgarh,Durg,maize,3800.0,789.47,21.31569,9.47364,13.42099,80999.622,35999.832,50999.762,22,70,6.0,800,2.5,20
1,1985,14,Chhattisgarh,Durg,chickpea,87900.0,433.45,7.8021,4.3345,7.8021,685804.59,381002.55000000005,685804.59,20,60,6.5,600,1.5,16
1,1986,14,Chhattisgarh,Durg,rice,643000.0,816.49,20.41225,9.797880000000001,17.962780000000002,13125076.75,6300036.840000001,11550067.540000001,25,80,6.5,1200,2.0,18
1,1986,14,Chhattisgarh,Durg,maize,4000.0,750.0,20.25,9.0,12.75,81000.0,36000.0,51000.0,22,70,6.0,800,2.5,20
1,1986,14,Chhattisgarh,Durg,chickpea,98000.0,561.22,10.101960000000002,5.6122000000000005,10.101960000000002,989992.0800000002,549995.6000000001,989992.0800000002,20,60,6.5,600,1.5,16
1,1987,14,Chhattisgarh,Durg,rice,648000.0,807.1,20.177500000000002,9.6852,17.7562,13075020.000000002,6276009.6,11506017.6,25,80,6.5,1200,2.0,18
1,1987,14,Chhattisgarh,Durg,maize,4000.0,750.0,20.25,9.0,12.75,81000.0,36000.0,51000.0,22,70,6.0,800,2.5,20
1,1987,14,Chhattisgarh,Durg,chickpea,113500.0,459.03,8.26254,4.5903,8.26254,937798.2899999999,520999.05,937798.2899999999,20,60,6.5,600,1.5,16
1,1988,14,Chhattisgarh,Durg,rice,652700.0,842.19,21.054750000000002,10.106280000000002,18.528180000000003,13742435.325000001,6596368.956000001,12093343.086000001,25,80,6.5,1200,2.0,18
1,1988,14,Chhattisgarh,Durg,maize,3800.0,1052.63,28.421010000000006,12.631560000000002,17.894710000000003,107999.83800000002,47999.92800000001,67999.89800000002,22,70,6.0,800,2.5,20
1,1988,14,Chhattisgarh,Durg,chickpea,118400.0,481.42,8.665560000000001,4.8142000000000005,8.665560000000001,1026002.3040000001,570001.28,1026002.3040000001,20,60,6.5,600,1.5,16
1,1989,14,Chhattisgarh,Durg,rice,660200.0,692.67,17.31675,8.31204,15.23874,11432518.35,5487608.808,10060616.148,25,80,6.5,1200,2.0,18
1,1989,14,Chhattisgarh,Durg,maize,3700.0,1297.3,35.0271,15.567599999999999,22.0541,129600.26999999999,57600.119999999995,81600.17,22,70,6.0,800,2.5,20
1,1989,14,Chhattisgarh,Durg,chickpea,119600.0,505.85,9.1053,5.0585,9.1053,1088993.88,604996.6000000001,1088993.88,20,60,6.5,600,1.5,16
1,1990,14,Chhattisgarh,Durg,rice,682900.0,1181.43,29.53575,14.17716,25.99146,20169963.675,9681582.564000001,17749568.034,25,80,6.5,1200,2.0,18
1,1990,14,Chhattisgarh,Durg,maize,4000.0,950.0,25.65,11.399999999999999,16.15,102600.0,45599.99999999999,64599.99999999999,22,70,6.0,800,2.5,20
1,1990,14,Chhattisgarh,Durg,chickpea,126200.0,511.89,9.21402,5.1189,9.21402,1162809.324,646005.18,1162809.324,20,60,6.5,600,1.5,16
1,1991,14,Chhattisgarh,Durg,rice,680800.0,1136.31,28.40775,13.63572,24.99882,19339996.2,9283198.175999999,17019196.656,25,80,6.5,1200,2.0,18
1,1991,14,Chhattisgarh,Durg,maize,3800.0,921.05,24.86835,11.052599999999998,15.657849999999998,94499.73,41999.87999999999,59499.829999999994,22,70,6.0,800,2.5,20
1,1991,14,Chhattisgarh,Durg,chickpea,117200.0,645.9,11.6262,6.4590000000000005,11.6262,1362590.6400000001,756994.8,1362590.6400000001,20,60,6.5,600,1.5,16
1,1992,14,Chhattisgarh,Durg,rice,688000.0,1129.8,28.244999999999997,13.557599999999999,24.8556,19432560.0,9327628.799999999,17100652.8,25,80,6.5,1200,2.0,18
1,1992,14,Chhattisgarh,Durg,maize,4400.0,1363.64,36.81828,16.363680000000002,23.181880000000003,162000.432,72000.19200000001,102000.27200000001,22,70,6.0,800,2.5,20
1,1992,14,Chhattisgarh,Durg,chickpea,112600.0,563.06,10.135079999999999,5.630599999999999,10.135079999999999,1141210.008,634005.5599999999,1141210.008,20,60,6.5,600,1.5,16
1,1993,14,Chhattisgarh,Durg,rice,703600.0,1246.02,31.150499999999997,14.95224,27.412439999999997,21917491.799999997,10520396.064,19287392.783999998,25,80,6.5,1200,2.0,18
1,1993,14,Chhattisgarh,Durg,maize,3800.0,1105.26,29.842019999999998,13.263119999999999,18.78942,113399.67599999999,50399.85599999999,71399.796,22,70,6.0,800,2.5,20
1,1993,14,Chhattisgarh,Durg,chickpea,110600.0,628.39,11.31102,6.2839,11.31102,1250998.812,694999.34,1250998.812,20,60,6.5,600,1.5,16
1,1994,14,Chhattisgarh,Durg,rice,726800.0,1331.73,33.29325,15.98076,29.298060000000003,24197534.1,11614816.368,21293830.008,25,80,6.5,1200,2.0,18
1,1994,14,Chhattisgarh,Durg,maize,4800.0,895.83,24.18741,10.74996,15.22911,116099.568,51599.808,73099.728,22,70,6.0,800,2.5,20
1,1994,14,Chhattisgarh,Durg,chickpea,124700.0,653.57,11.764260000000002,6.535700000000001,11.764260000000002,1467003.2220000003,815001.7900000002,1467003.2220000003,20,60,6.5,600,1.5,16
1,1995,14,Chhattisgarh,Durg,rice,723300.0,1454.44,36.361,17.45328,31.99768,26299911.299999997,12623957.423999999,23143921.944,25,80,6.5,1200,2.0,18
1,1995,14,Chhattisgarh,Durg,maize,4200.0,1333.33,35.99991,15.999959999999998,22.66661,151199.622,67199.832,95199.76199999999,22,70,6.0,800,2.5,20
1,1995,14,Chhattisgarh,Durg,chickpea,124000.0,494.35,8.8983,4.9435,8.8983,1103389.2000000002,612994.0,1103389.2000000002,20,60,6.5,600,1.5,16
1,1996,14,Chhattisgarh,Durg,rice,710900.0,1290.2,32.255,15.4824,28.3844,22930079.5,11006438.16,20178469.96,25,80,6.5,1200,2.0,18
1,1996,14,Chhattisgarh,Durg,maize,3200.0,1281.25,34.59375,15.375,21.78125,110700.0,49200.0,69700.0,22,70,6.0,800,2.5,20
1,1996,14,Chhattisgarh,Durg,chickpea,117700.0,663.55,11.9439,6.6354999999999995,11.9439,1405797.03,780998.35,1405797.03,20,60,6.5,600,1.5,16
1,1997,14,Chhattisgarh,Durg,rice,735700.0,1138.37,28.459249999999997,13.660439999999998,25.04414,20937470.224999998,10049985.707999999,18424973.798,25,80,6.5,1200,2.0,18
1,1997,14,Chhattisgarh,Durg,maize,3500.0,914.29,24.68583,10.97148,15.542929999999998,86400.405,38400.18,54400.255,22,70,6.0,800,2.5,20
1,1997,14,Chhattisgarh,Durg,chickpea,111000.0,439.64,7.913519999999999,4.3964,7.913519999999999,878400.7199999999,488000.39999999997,878400.7199999999,20,60,6.5,600,1.5,16
1,1998,14,Chhattisgarh,Durg,rice,786510.0,870.45,21.76125,10.445400000000001,19.149900000000002,17115440.7375,8215411.5540000005,15061587.849000001,25,80,6.5,1200,2.0,18
1,1998,14,Chhattisgarh,Durg,maize,5610.0,1012.65,27.34155,12.151800000000001,17.21505,153386.0955,68171.59800000001,96576.4305,22,70,6.0,800,2.5,20
1,1998,14,Chhattisgarh,Durg,chickpea,144250.0,591.05,10.6389,5.9105,10.6389,1534661.325,852589.625,1534661.325,20,60,6.5,600,1.5,16
1,1999,14,Chhattisgarh,Durg,rice,769790.0,1251.04,31.276,15.01248,27.522879999999997,24075952.04,11556456.9792,21186837.795199998,25,80,6.5,1200,2.0,18
1,1999,14,Chhattisgarh,Durg,maize,3810.0,1307.44,35.30088000000001,15.689280000000002,22.226480000000002,134496.35280000002,59776.156800000004,84682.88880000002,22,70,6.0,800,2.5,20
1,1999,14,Chhattisgarh,Durg,chickpea,118670.0,669.94,12.058920000000002,6.699400000000001,12.058920000000002,1431032.0364000003,795017.7980000001,1431032.0364000003,20,60,6.5,600,1.5,16
1,2000,14,Chhattisgarh,Durg,rice,748760.0,624.89,15.62225,7.498679999999999,13.74758,11697315.91,5614711.6367999995,10293638.000799999,25,80,6.5,1200,2.0,18
1,2000,14,Chhattisgarh,Durg,maize,3940.0,792.52,21.39804,9.51024,13.47284,84308.2776,37470.3456,53082.9896,22,70,6.0,800,2.5,20
1,2000,14,Chhattisgarh,Durg,chickpea,98520.0,506.84,9.12312,5.0684,9.12312,898809.7824,499338.768,898809.7824,20,60,6.5,600,1.5,16
1,2001,14,Chhattisgarh,Durg,rice,756260.0,1294.13,32.35325,15.52956,28.470860000000002,24467468.845000003,11744385.0456,21531372.5836,25,80,6.5,1200,2.0,18
1,2001,14,Chhattisgarh,Durg,maize,3900.0,672.21,18.149670000000004,8.06652,11.427570000000001,70783.71300000002,31459.428000000004,44567.523,22,70,6.0,800,2.5,20
1,2001,14,Chhattisgarh,Durg,chickpea,117530.0,735.92,13.246559999999999,7.3591999999999995,13.246559999999999,1556868.1967999998,864926.776,1556868.1967999998,20,60,6.5,600,1.5,16
1,2002,14,Chhattisgarh,Durg,rice,753410.0,643.6,16.09,7.7232,14.159200000000002,12122366.9,5818736.112000001,10667682.872000001,25,80,6.5,1200,2.0,18
1,2002,14,Chhattisgarh,Durg,maize,3710.0,1284.3,34.6761,15.4116,21.8331,128648.33099999999,57177.036,81000.801,22,70,6.0,800,2.5,20
1,2002,14,Chhattisgarh,Durg,chickpea,122650.0,637.98,11.48364,6.3797999999999995,11.48364,1408468.446,782482.47,1408468.446,20,60,6.5,600,1.5,16
1,2002,14,Chhattisgarh,Durg,cotton,20.0,500.0,13.5,6.0,13.5,270.0,120.0,270.0,28,65,6.0,700,3.0,22
1,2003,14,Chhattisgarh,Durg,rice,766580.0,1494.73,37.36825,17.93676,32.884060000000005,28645753.085,13749961.4808,25208262.714800004,25,80,6.5,1200,2.0,18
1,2003,14,Chhattisgarh,Durg,maize,3400.0,983.49,26.55423,11.80188,16.71933,90284.382,40126.392,56845.721999999994,22,70,6.0,800,2.5,20
1,2003,14,Chhattisgarh,Durg,chickpea,138930.0,981.46,17.66628,9.8146,17.66628,2454376.2804,1363542.378,2454376.2804,20,60,6.5,600,1.5,16
1,2003,14,Chhattisgarh,Durg,cotton,70.0,714.29,19.28583,8.57148,19.28583,1350.0081,600.0036,1350.0081,28,65,6.0,700,3.0,22
1,2004,14,Chhattisgarh,Durg,rice,775990.0,1268.46,31.711500000000004,15.221520000000002,27.90612,24607806.885,11811747.304800002,21654870.0588,25,80,6.5,1200,2.0,18
1,2004,14,Chhattisgarh,Durg,maize,3260.0,1186.04,32.02308,14.232479999999999,20.162679999999998,104395.2408,46397.8848,65730.33679999999,22,70,6.0,800,2.5,20
1,2004,14,Chhattisgarh,Durg,chickpea,163220.0,501.01,9.01818,5.0100999999999996,9.01818,1471947.3395999998,817748.5219999999,1471947.3395999998,20,60,6.5,600,1.5,16
1,2004,14,Chhattisgarh,Durg,cotton,410.0,512.2,13.829400000000003,6.146400000000002,13.829400000000003,5670.054000000001,2520.024000000001,5670.054000000001,28,65,6.0,700,3.0,22
1,2005,14,Chhattisgarh,Durg,rice,775990.0,1268.46,31.711500000000004,15.221520000000002,27.90612,24607806.885,11811747.304800002,21654870.0588,25,80,6.5,1200,2.0,18
1,2005,14,Chhattisgarh,Durg,maize,3260.0,1186.04,32.02308,14.232479999999999,20.162679999999998,104395.2408,46397.8848,65730.33679999999,22,70,6.0,800,2.5,20
1,2005,14,Chhattisgarh,Durg,chickpea,163220.0,501.01,9.01818,5.0100999999999996,9.01818,1471947.3395999998,817748.5219999999,1471947.3395999998,20,60,6.5,600,1.5,16
1,2006,14,Chhattisgarh,Durg,rice,781700.0,1505.81,37.64525,18.069719999999997,33.12782,29427291.924999997,14125100.123999998,25896016.894,25,80,6.5,1200,2.0,18
1,2006,14,Chhattisgarh,Durg,maize,5280.0,953.14,25.73478,11.43768,16.20338,135879.6384,60390.9504,85553.8464,22,70,6.0,800,2.5,20
1,2006,14,Chhattisgarh,Durg,chickpea,170600.0,723.74,13.027320000000001,7.237400000000001,13.027320000000001,2222460.7920000004,1234700.4400000002,2222460.7920000004,20,60,6.5,600,1.5,16
1,2006,14,Chhattisgarh,Durg,cotton,190.0,263.16,7.10532,3.15792,7.10532,1350.0108,600.0047999999999,1350.0108,28,65,6.0,700,3.0,22
1,2007,14,Chhattisgarh,Durg,rice,799890.0,1369.98,34.2495,16.43976,30.13956,27395832.555,13149999.6264,24108332.6484,25,80,6.5,1200,2.0,18
1,2007,14,Chhattisgarh,Durg,maize,3300.0,1157.23,31.24521,13.886759999999999,19.672909999999998,103109.193,45826.308,64920.602999999996,22,70,6.0,800,2.5,20
1,2007,14,Chhattisgarh,Durg,chickpea,143200.0,909.8,16.3764,9.097999999999999,16.3764,2345100.48,1302833.5999999999,2345100.48,20,60,6.5,600,1.5,16
1,2007,14,Chhattisgarh,Durg,cotton,40.0,250.0,6.75,3.0,6.75,270.0,120.0,270.0,28,65,6.0,700,3.0,22
1,2008,14,Chhattisgarh,Durg,rice,803370.0,876.42,21.9105,10.51704,19.28124,17602238.384999998,8449074.4248,15489969.7788,25,80,6.5,1200,2.0,18
1,2008,14,Chhattisgarh,Durg,maize,3400.0,984.92,26.59284,11.81904,16.74364,90415.656,40184.736,56928.376,22,70,6.0,800,2.5,20
1,2008,14,Chhattisgarh,Durg,chickpea,131940.0,856.71,15.42078,8.5671,15.42078,2034617.7132,1130343.1739999999,2034617.7132,20,60,6.5,600,1.5,16
1,2008,14,Chhattisgarh,Durg,cotton,10.0,1000.0,27.0,12.0,27.0,270.0,120.0,270.0,28,65,6.0,700,3.0,22
1,2009,14,Chhattisgarh,Durg,rice,789040.0,788.37,19.70925,9.46044,17.34414,15551386.620000001,7464665.5776,13685220.2256,25,80,6.5,1200,2.0,18
1,2009,14,Chhattisgarh,Durg,maize,3250.0,1045.97,28.241190000000003,12.55164,17.78149,91783.86750000001,40792.83,57789.842500000006,22,70,6.0,800,2.5,20
1,2009,14,Chhattisgarh,Durg,chickpea,147220.0,883.44,15.90192,8.8344,15.90192,2341080.6624000003,1300600.368,2341080.6624000003,20,60,6.5,600,1.5,16
1,2010,14,Chhattisgarh,Durg,rice,777920.0,1695.77,42.39425,20.34924,37.30694,32979334.96,15830080.780800002,29021814.764799997,25,80,6.5,1200,2.0,18
1,2010,14,Chhattisgarh,Durg,maize,3170.0,1457.32,39.34764,17.48784,24.77444,124732.01879999999,55436.45279999999,78534.9748,22,70,6.0,800,2.5,20
1,2010,14,Chhattisgarh,Durg,chickpea,184260.0,948.89,17.08002,9.488900000000001,17.08002,3147164.4852,1748424.7140000002,3147164.4852,20,60,6.5,600,1.5,16
1,2011,14,Chhattisgarh,Durg,rice,806550.0,1756.23,43.90575,21.074759999999998,38.63706,35412182.6625,16997847.678,31162720.742999997,25,80,6.5,1200,2.0,18
1,2011,14,Chhattisgarh,Durg,maize,3630.0,1285.56,34.71012,15.42672,21.85452,125997.73560000001,55998.9936,79331.9076,22,70,6.0,800,2.5,20
1,2011,14,Chhattisgarh,Durg,chickpea,196270.0,1008.49,18.152820000000002,10.084900000000001,18.152820000000002,3562853.9814000004,1979363.3230000003,3562853.9814000004,20,60,6.5,600,1.5,16
1,2011,14,Chhattisgarh,Durg,cotton,80.0,250.0,6.75,3.0,6.75,540.0,240.0,540.0,28,65,6.0,700,3.0,22
1,2012,14,Chhattisgarh,Durg,rice,807070.0,1900.97,47.52425,22.81164,41.82134,38355396.447500005,18410590.294800002,33752748.8738,25,80,6.5,1200,2.0,18
1,2012,14,Chhattisgarh,Durg,maize,3120.0,1538.56,41.54112,18.462719999999997,26.15552,129608.2944,57603.68639999999,81605.2224,22,70,6.0,800,2.5,20
1,2012,14,Chhattisgarh,Durg,chickpea,208600.0,1130.97,20.35746,11.3097,20.35746,4246566.1559999995,2359203.42,4246566.1559999995,20,60,6.5,600,1.5,16
1,2012,14,Chhattisgarh,Durg,cotton,130.0,153.85,4.15395,1.8461999999999998,4.15395,540.0135,240.00599999999997,540.0135,28,65,6.0,700,3.0,22
1,2013,14,Chhattisgarh,Durg,rice,819440.0,1581.86,39.546499999999995,18.982319999999998,34.80092,32405983.959999997,15554872.300799998,28517265.8848,25,80,6.5,1200,2.0,18
1,2013,14,Chhattisgarh,Durg,maize,3640.0,1742.2,47.0394,20.906399999999998,29.6174,171223.416,76099.29599999999,107807.336,22,70,6.0,800,2.5,20
1,2013,14,Chhattisgarh,Durg,chickpea,229990.0,756.19,13.61142,7.5619000000000005,13.61142,3130490.4858000004,1739161.381,3130490.4858000004,20,60,6.5,600,1.5,16
1,2013,14,Chhattisgarh,Durg,cotton,50.0,200.0,5.4,2.4000000000000004,5.4,270.0,120.00000000000001,270.0,28,65,6.0,700,3.0,22
1,2014,14,Chhattisgarh,Durg,rice,834870.0,1729.89,43.24725,20.758680000000002,38.05758,36105831.6075,17330799.171600003,31773131.814600002,25,80,6.5,1200,2.0,18
1,2014,14,Chhattisgarh,Durg,maize,4019.9999999999995,1451.66,39.19482000000001,17.41992,24.678220000000003,157563.1764,70028.0784,99206.44440000001,22,70,6.0,800,2.5,20
1,2014,14,Chhattisgarh,Durg,chickpea,228750.0,1056.09,19.009619999999998,10.5609,19.009619999999998,4348450.574999999,2415805.875,4348450.574999999,20,60,6.5,600,1.5,16
1,2014,14,Chhattisgarh,Durg,cotton,50.0,400.0,10.8,4.800000000000001,10.8,540.0,240.00000000000003,540.0,28,65,6.0,700,3.0,22
